,name,name_parent,depth
0,Domeinregistratie .be,Domains .be,3.0
1,Domeinregistratie .be,Domains .be,3.0
2,.be,Domains .be,3.0
3,Domeinregistratie .BE,Domains .be,3.0
4,Een DDS Domein met .be extensie,Domains .be,3.0
5,.be,Domains .be,3.0
6,Domain registration .be,Domains .be,3.0
7,Houderwijziging .be,CHOWN,4.0
8,Houderwijziging .be,CHOWN,4.0
9,Change of registrant details .be,CHOWN,4.0
10,Firewall - Standard (per maand),Connectivity Managed Services,3.0
11,Wireless LAN Controller (tot 20 APs) (per maand),Connectivity Managed Services,3.0
12,Hosted Firewall (per maand),Connectivity Managed Services,3.0
13,Wireless Access Point - Controller Based (per maand),Connectivity Managed Services,3.0
14,Firewall - Advanced ( per maand),Connectivity Managed Services,3.0
15,Hosted Fortinet Firewall ( per maand),Connectivity Managed Services,3.0
16,Wireless Access Point - Controller Based (Cisco) (per maand),Connectivity Managed Services,3.0
17,Firewall - Advanced (Fortigate 100D HA Cluster) (per maand),Connectivity Managed Services,3.0
18,"10 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,2.0
19,"100 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,2.0
20,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,2.0
21,Domeinregistratie .be,Domains,1.0
22,Domeinregistratie .pt,Domains,1.0
23,Domeinregistratie .estate,Domains,1.0
24,Domeinregistratie .graphics,Domains,1.0
25,Domeinregistratie .lighting,Domains,1.0
26,Domeinregistratie .shoes,Domains,1.0
27,Domeinregistratie .menu,Domains,1.0
28,Domeinregistratie .codes,Domains,1.0
29,Domeinregistratie .agency,Domains,1.0
30,Domeinregistratie .community,Domains,1.0
31,Domeinregistratie .supply,Domains,1.0
32,Domeinregistratie .services,Domains,1.0
33,Domeinregistratie .capital,Domains,1.0
34,Domeinregistratie .limited,Domains,1.0
35,Domeinregistratie .fitness,Domains,1.0
36,Domeinregistratie .audio,Domains,1.0
37,Domeinregistratie .lgbt,Domains,1.0
38,Domeinregistratie .delivery,Domains,1.0
39,Domeinregistratie .party,Domains,1.0
40,Domeinregistratie .legal,Domains,1.0
41,Domeinregistratie .show,Domains,1.0
42,Domain registration .at,Domains,1.0
43,Domain registration .es,Domains,1.0
44,Domeinregistratie .fr,Domains,1.0
45,Domeinregistratie .com,Domains,1.0
46,Doorstuurservice,Domains,1.0
47,Domeinregistratie .be,Domains,1.0
48,Domeinregistratie .tools,Domains,1.0
49,Domain registration .beer,Domains,1.0
50,Trustee Service .fr,Domains,1.0
51,Domeinregistratie .surf,Domains,1.0
52,Domeinregistratie .co.uk,Domains,1.0
53,Domeinregistratie .tube,Domains,1.0
54,Domeinregistratie .shopping,Domains,1.0
55,Domeinregistratie .art,Domains,1.0
56,Een DDS Domein met .net extensie,Domains,1.0
57,Domeinregistratie .JP,Domains,1.0
58,Domain registration .EQUIPMENT,Domains,1.0
59,Domain registration .TECHNOLOGY,Domains,1.0
60,Domain registration .TIPS,Domains,1.0
61,Domain registration .COMPANY,Domains,1.0
62,Domain registration .SOLUTIONS,Domains,1.0
63,Domain registration .PICS,Domains,1.0
64,Domain registration .KIM,Domains,1.0
65,Domain registration .JETZT,Domains,1.0
66,Domain registration .EVENTS,Domains,1.0
67,Domain registration .BAR,Domains,1.0
68,Domain registration .CAPITAL,Domains,1.0
69,Domain registration .INSURE,Domains,1.0
70,Domain registration .CHURCH,Domains,1.0
71,Domain registration .DEALS,Domains,1.0
72,Domain registration .LAWYER,Domains,1.0
73,Domain registration .MONEY,Domains,1.0
74,Domain registration .TIRES,Domains,1.0
75,Domain registration .AI,Domains,1.0
76,Domain registration .AM,Domains,1.0
77,.community,Domains,1.0
78,.nu,Domains,1.0
79,.rocks,Domains,1.0
80,.ooo,Domains,1.0
81,.photography,Domains,1.0
82,.tools,Domains,1.0
83,.house,Domains,1.0
84,.ro,Domains,1.0
85,.fit,Domains,1.0
86,.id,Domains,1.0
87,.art,Domains,1.0
88,.bio,Domains,1.0
89,.auction,Domains,1.0
90,.la,Domains,1.0
91,.org,Domains,1.0
92,.page,Domains,1.0
93,.eu,Domains,1.0
94,Premium Domeinregistratie .club,Domains,1.0
95,Premium Domeinregistratie .company,Domains,1.0
96,Domain registration .RACING,Domains,1.0
97,.ie,Domains,1.0
98,.pl,Domains,1.0
99,.org reseller,Domains,1.0
100,.cc,Domains,1.0
101,Domain registration .RUN,Domains,1.0
102,Premium Domeinregistratie .art,Domains,1.0
103,Domeinregistratie .us,Domains,1.0
104,Domeinregistratie .co.at,Domains,1.0
105,Domeinregistratie .it,Domains,1.0
106,Domeinregistratie .co.nz,Domains,1.0
107,Domeinregistratie .vc,Domains,1.0
108,Domeinregistratie .ch,Domains,1.0
109,Domeinregistratie .center,Domains,1.0
110,Domeinregistratie .computer,Domains,1.0
111,Domeinregistratie .house,Domains,1.0
112,Domeinregistratie .blue,Domains,1.0
113,Domeinregistratie .zone,Domains,1.0
114,Domeinregistratie .bid,Domains,1.0
115,Domeinregistratie .pub,Domains,1.0
116,Domeinregistratie .clinic,Domains,1.0
117,Domeinregistratie .brussels,Domains,1.0
118,Domeinregistratie .how,Domains,1.0
119,Domeinregistratie .express,Domains,1.0
120,Domeinregistratie .taxi,Domains,1.0
121,Domain registration .co,Domains,1.0
122,Forwarding service,Domains,1.0
123,Domain registration .im,Domains,1.0
124,Domain registration .de,Domains,1.0
125,Domain registration .email,Domains,1.0
126,Domeinregistratie .services,Domains,1.0
127,Domeinregistratie .team,Domains,1.0
128,Domain registration .online,Domains,1.0
129,Domain registration .fyi,Domains,1.0
130,Domain registration .live,Domains,1.0
131,Trustee Service .fr,Domains,1.0
132,Domain registration .org.uk,Domains,1.0
133,Domain registration .co.uk,Domains,1.0
134,Domeinregistratie .promo,Domains,1.0
135,Domeinregistratie .salon,Domains,1.0
136,Domeinregistratie .nu,Domains,1.0
137,Domeinregistratie .shop,Domains,1.0
138,Terughalen opgeheven .be domeinnaam,Domains,1.0
139,"Domeinregistratie onderhoud .FR
*****.fr
**1-jarig contract tot xx/xx/20xx** vermelden
bij PRODUCTID",Domains,1.0
140,"Domeinregistratie onderhoud .NL
*****.nl
**1-jarig contract tot xx/xx/20xx** vermelden
bij PRODUCTID",Domains,1.0
141,Domeinregistratie .TV,Domains,1.0
142,Domeinregistratie .TO,Domains,1.0
143,Domeinregistratie .DE,Domains,1.0
144,Domeinregistratie .CO.ZA,Domains,1.0
145,Domeinregistratie .DK,Domains,1.0
146,Domeinregistratie .FI,Domains,1.0
147,Domeinregistratie .IE,Domains,1.0
148,Domeinregistratie .CN,Domains,1.0
149,Domain registration .GALLERY,Domains,1.0
150,Domain registration .CONSTRUCTION,Domains,1.0
151,Domain registration .HOLIDAY,Domains,1.0
152,Domain registration .BUZZ,Domains,1.0
153,Domain registration .FOUNDATION,Domains,1.0
154,Domain registration .BID,Domains,1.0
155,Domain registration .VODKA,Domains,1.0
156,Domain registration .GRATIS,Domains,1.0
157,Domain registration .LIFE,Domains,1.0
158,Domain registration .PLACE,Domains,1.0
159,Domain registration .DISCOUNT,Domains,1.0
160,Domain registration .HEALTHCARE,Domains,1.0
161,Domain registration .FRL,Domains,1.0
162,Domain registration .SALE,Domains,1.0
163,Domain registration .COM.BR,Domains,1.0
164,.gr,Domains,1.0
165,.mobi,Domains,1.0
166,.training,Domains,1.0
167,.digital,Domains,1.0
168,.email,Domains,1.0
169,.sr,Domains,1.0
170,.icu,Domains,1.0
171,.camp,Domains,1.0
172,.builders,Domains,1.0
173,.us,Domains,1.0
174,.frl,Domains,1.0
175,.es,Domains,1.0
176,.boutique,Domains,1.0
177,.global,Domains,1.0
178,.onl,Domains,1.0
179,.jobs,Domains,1.0
180,Premium Domeinregistratie .studio,Domains,1.0
181,Domeinnaam .nl (per maand),Domains,1.0
182,.ee,Domains,1.0
183,.app,Domains,1.0
184,.email,Domains,1.0
185,.bike,Domains,1.0
186,.me,Domains,1.0
187,.se,Domains,1.0
188,.nu,Domains,1.0
189,.com reseller,Domains,1.0
190,.com domeinnaam,Domains,1.0
191,Domeinregistratie .jp,Domains,1.0
192,Domeinregistratie .cz,Domains,1.0
193,Domeinregistratie .ph,Domains,1.0
194,Domeinregistratie .com.pl,Domains,1.0
195,Domeinregistratie .kr,Domains,1.0
196,Domeinregistratie .com.au,Domains,1.0
197,Domeinregistratie .equipment,Domains,1.0
198,Domeinregistratie .company,Domains,1.0
199,Domeinregistratie .solar,Domains,1.0
200,Domeinregistratie .xyz,Domains,1.0
201,Domeinregistratie .bar,Domains,1.0
202,Domeinregistratie .financial,Domains,1.0
203,Domeinregistratie .direct,Domains,1.0
204,Domeinregistratie .auction,Domains,1.0
205,Domeinregistratie .space,Domains,1.0
206,Domeinregistratie .energy,Domains,1.0
207,Domeinregistratie .wedding,Domains,1.0
208,Domeinregistratie .design,Domains,1.0
209,Domeinregistratie .amsterdam,Domains,1.0
210,Domain registration .pl,Domains,1.0
211,Domain registration .global,Domains,1.0
212,Domeinregistratie .fm,Domains,1.0
213,Domeinregistratie .pro,Domains,1.0
214,Domeinregistratie .media,Domains,1.0
215,Domeinregistratie .market,Domains,1.0
216,Domain registration .amsterdam,Domains,1.0
217,Domeinregistratie .cloud,Domains,1.0
218,Domeinregistratie .cloud,Domains,1.0
219,Domain registration .group,Domains,1.0
220,Domeinregistratie .games,Domains,1.0
221,Domeinregistratie .mobi,Domains,1.0
222,Domain registration .VOYAGE,Domains,1.0
223,Domain registration .CAMP,Domains,1.0
224,Domain registration .CATERING,Domains,1.0
225,Domain registration .KAUFEN,Domains,1.0
226,Domain registration .CREDITCARD,Domains,1.0
227,Domain registration .PRESS,Domains,1.0
228,Domain registration .WORLD,Domains,1.0
229,Domain registration .SITE,Domains,1.0
230,Domain registration .TECH,Domains,1.0
231,Domain registration .LA,Domains,1.0
232,Domain registration .ML,Domains,1.0
233,Domain registration .APP,Domains,1.0
234,Domain registration .COM.CY,Domains,1.0
235,.party,Domains,1.0
236,.company,Domains,1.0
237,.tours,Domains,1.0
238,.shopping,Domains,1.0
239,.sale,Domains,1.0
240,.me,Domains,1.0
241,.catering,Domains,1.0
242,.app,Domains,1.0
243,.fr,Domains,1.0
244,.gent,Domains,1.0
245,.online,Domains,1.0
246,Premium Domeinregistratie .online,Domains,1.0
247,.coach,Domains,1.0
248,.sk,Domains,1.0
249,.ru,Domains,1.0
250,.haus,Domains,1.0
251,Domain registration .TEAM,Domains,1.0
252,Premium Domeinregistratie .tv,Domains,1.0
253,Domain registration .FYI,Domains,1.0
254,Premium Domeinregistratie .dev,Domains,1.0
255,Domeinregistratie .ms,Domains,1.0
256,Domeinregistratie .pl,Domains,1.0
257,Domeinregistratie .com.es,Domains,1.0
258,Domeinregistratie .pk,Domains,1.0
259,Domeinregistratie .com.vc,Domains,1.0
260,Domeinregistratie .co,Domains,1.0
261,Domeinregistratie .dk,Domains,1.0
262,Domeinregistratie .bike,Domains,1.0
263,Domeinregistratie .clothing,Domains,1.0
264,Domeinregistratie .photography,Domains,1.0
265,Domeinregistratie .technology,Domains,1.0
266,Domeinregistratie .repair,Domains,1.0
267,Domeinregistratie .cruises,Domains,1.0
268,Domeinregistratie .partners,Domains,1.0
269,Domeinregistratie .cleaning,Domains,1.0
270,Domeinregistratie .parts,Domains,1.0
271,Domeinregistratie .tools,Domains,1.0
272,Domeinregistratie .ink,Domains,1.0
273,Domeinregistratie .toys,Domains,1.0
274,Domeinregistratie .care,Domains,1.0
275,Domeinregistratie .nz,Domains,1.0
276,Domeinregistratie .gifts,Domains,1.0
277,Domeinregistratie .help,Domains,1.0
278,Domeinregistratie .green,Domains,1.0
279,Domeinregistratie .flowers,Domains,1.0
280,Domeinregistratie .apartments,Domains,1.0
281,Domeinregistratie .golf,Domains,1.0
282,Domain registration .co.in,Domains,1.0
283,Domain registration .asia,Domains,1.0
284,Domain registration .solutions,Domains,1.0
285,Domeinregistratie .es,Domains,1.0
286,Domeinregistratie .pl,Domains,1.0
287,Domeinregistratie .network,Domains,1.0
288,Domeinregistratie .space,Domains,1.0
289,Domeinregistratie .istanbul,Domains,1.0
290,Domeinregistratie .group,Domains,1.0
291,Domeinregistratie .store,Domains,1.0
292,Domain registration .me,Domains,1.0
293,Een DDS Domein met .info extensie,Domains,1.0
294,Domeinregistratie .PL,Domains,1.0
295,Domeinregistratie .ME,Domains,1.0
296,Domeinregistratie .CO.NL,Domains,1.0
297,Domain registration .BERLIN,Domains,1.0
298,Domain registration .CLUB,Domains,1.0
299,Domain registration .INDUSTRIES,Domains,1.0
300,Domain registration .PIZZA,Domains,1.0
301,Domain registration .COACH,Domains,1.0
302,Domain registration .FIT,Domains,1.0
303,Domain registration .SCHOOL,Domains,1.0
304,Domain registration .GOLF,Domains,1.0
305,.money,Domains,1.0
306,.ws,Domains,1.0
307,.fun,Domains,1.0
308,.city,Domains,1.0
309,.systems,Domains,1.0
310,.it,Domains,1.0
311,.africa,Domains,1.0
312,.broker,Domains,1.0
313,.lol,Domains,1.0
314,.ski,Domains,1.0
315,.ng,Domains,1.0
316,.site,Domains,1.0
317,.us reseller,Domains,1.0
318,.it,Domains,1.0
319,.de reseller,Domains,1.0
320,.pt,Domains,1.0
321,.eu domeinnaam,Domains,1.0
322,.webcam,Domains,1.0
323,Presence Bulk,Domains,1.0
324,Premium Domeinregistratie .land,Domains,1.0
325,Domeinregistratie .eu,Domains,1.0
326,Domeinregistratie .biz,Domains,1.0
327,Domeinregistratie .fm,Domains,1.0
328,Domeinregistratie .mx,Domains,1.0
329,Domeinregistratie .pro,Domains,1.0
330,Domeinregistratie .asia,Domains,1.0
331,Domeinregistratie .im,Domains,1.0
332,Domeinregistratie .sx,Domains,1.0
333,Domeinregistratie .ml,Domains,1.0
334,Domeinregistratie .guru,Domains,1.0
335,Domeinregistratie .academy,Domains,1.0
336,Domeinregistratie .builders,Domains,1.0
337,Domeinregistratie .properties,Domains,1.0
338,Domeinregistratie .report,Domains,1.0
339,Domeinregistratie .pictures,Domains,1.0
340,Domeinregistratie .wtf,Domains,1.0
341,Domeinregistratie .digital,Domains,1.0
342,Domeinregistratie .website,Domains,1.0
343,Domeinregistratie .consulting,Domains,1.0
344,Domeinregistratie .restaurant,Domains,1.0
345,Domeinregistratie .business,Domains,1.0
346,Domeinregistratie .work,Domains,1.0
347,Domeinregistratie .fashion,Domains,1.0
348,Domeinregistratie .video,Domains,1.0
349,Domeinregistratie .casino,Domains,1.0
350,Domeinregistratie .win,Domains,1.0
351,Domeinregistratie .live,Domains,1.0
352,Domain registration .biz,Domains,1.0
353,Domain registration .cc,Domains,1.0
354,Domain registration .fr,Domains,1.0
355,Domain registration .io,Domains,1.0
356,Domain registration .academy,Domains,1.0
357,Domeinregistratie .consulting,Domains,1.0
358,Domeinregistratie .immo,Domains,1.0
359,Domeinregistratie .school,Domains,1.0
360,Domain registration .news,Domains,1.0
361,Domeinregistratie .family,Domains,1.0
362,Domain registration .me,Domains,1.0
363,Domeinregistratie .art,Domains,1.0
364,Domeinregistratie .app,Domains,1.0
365,Domeinregistratie .PT,Domains,1.0
366,Domeinregistratie .ASIA,Domains,1.0
367,Domain registration .WIKI,Domains,1.0
368,Domain registration .WATCH,Domains,1.0
369,Domain registration .CARDS,Domains,1.0
370,Domain registration .WTF,Domains,1.0
371,Domain registration .AIRFORCE,Domains,1.0
372,Domain registration .LI,Domains,1.0
373,Domain registration .SOFTWARE,Domains,1.0
374,Domain registration .DESIGN,Domains,1.0
375,Domain registration .MS,Domains,1.0
376,.management,Domains,1.0
377,.academy,Domains,1.0
378,.taxi,Domains,1.0
379,.cz,Domains,1.0
380,.life,Domains,1.0
381,.coach,Domains,1.0
382,.coupons,Domains,1.0
383,.industries,Domains,1.0
384,.asia,Domains,1.0
385,.de,Domains,1.0
386,.be,Domains,1.0
387,Premium Domeinregistratie .software,Domains,1.0
388,.hr,Domains,1.0
389,.cz,Domains,1.0
390,.amsterdam,Domains,1.0
391,.be domeinnaam,Domains,1.0
392,Presence,Domains,1.0
393,Domeinregistratie .se,Domains,1.0
394,Domeinregistratie .sk,Domains,1.0
395,Domeinregistratie .gl,Domains,1.0
396,Domeinregistratie .ec,Domains,1.0
397,Domeinregistratie .sexy,Domains,1.0
398,Domeinregistratie .diamonds,Domains,1.0
399,Domeinregistratie .management,Domains,1.0
400,Domeinregistratie .link,Domains,1.0
401,Domeinregistratie .farm,Domains,1.0
402,Domeinregistratie .dance,Domains,1.0
403,Domeinregistratie .rentals,Domains,1.0
404,Domeinregistratie .accountants,Domains,1.0
405,Domeinregistratie .click,Domains,1.0
406,Domeinregistratie .sale,Domains,1.0
407,Domeinregistratie .news,Domains,1.0
408,Domeinregistratie .team,Domains,1.0
409,Domain registration .net,Domains,1.0
410,Domain registration .info,Domains,1.0
411,Domain registration .lu,Domains,1.0
412,Domain registration .sg,Domains,1.0
413,Domain registration .pro,Domains,1.0
414,Domain registration .gd,Domains,1.0
415,Domain registration .zone,Domains,1.0
416,Domain registration .dating,Domains,1.0
417,Domeinregistratie .lu,Domains,1.0
418,Domeinregistratie .tv,Domains,1.0
419,Domeinregistratie .io,Domains,1.0
420,Domeinregistratie .gr,Domains,1.0
421,Domeinregistratie .uk,Domains,1.0
422,Domeinregistratie .bar,Domains,1.0
423,Domeinregistratie .life,Domains,1.0
424,Domeinregistratie .vlaanderen,Domains,1.0
425,Domeinregistratie .yoga,Domains,1.0
426,Domeinregistratie .coach,Domains,1.0
427,Domain registration .tech,Domains,1.0
428,Domeinregistratie .earth,Domains,1.0
429,Trustee Service .de,Domains,1.0
430,Domeinregistratie .wine,Domains,1.0
431,Domeinregistratie .co.uk,Domains,1.0
432,Domeinregistratie .group,Domains,1.0
433,Domeinregistratie .store,Domains,1.0
434,Terughalen opgeheven .eu domeinnaam,Domains,1.0
435,"Domeinregistratie onderhoud .SK
*****.sk
**1-jarig contract tot xx/xx/20xx** vermelden
bij PRODUCTID",Domains,1.0
436,Domain registration .CONTRACTORS,Domains,1.0
437,Domain registration .TODAY,Domains,1.0
438,Domain registration .EMAIL,Domains,1.0
439,Domain registration .HOUSE,Domains,1.0
440,Domain registration .INTERNATIONAL,Domains,1.0
441,Domain registration .COOKING,Domains,1.0
442,Domain registration .COUNTRY,Domains,1.0
443,Domain registration .FUND,Domains,1.0
444,Domain registration .CLAIMS,Domains,1.0
445,Domain registration .VET,Domains,1.0
446,Domain registration .OOO,Domains,1.0
447,Domain registration .RESTAURANT,Domains,1.0
448,Domain registration .UK,Domains,1.0
449,Domain registration .ONLINE,Domains,1.0
450,Domain registration .STORE,Domains,1.0
451,Domain registration .SI,Domains,1.0
452,Domain registration .CAT,Domains,1.0
453,Domain registration .GAME,Domains,1.0
454,.marketing,Domains,1.0
455,.vegas,Domains,1.0
456,.theater,Domains,1.0
457,.productions,Domains,1.0
458,.holiday,Domains,1.0
459,.international,Domains,1.0
460,.lt,Domains,1.0
461,.je,Domains,1.0
462,.business,Domains,1.0
463,.lu,Domains,1.0
464,.fm,Domains,1.0
465,.biz,Domains,1.0
466,Domeinregistratie .cn.com,Domains,1.0
467,Premium Domeinregistratie .garden,Domains,1.0
468,.bg,Domains,1.0
469,.link,Domains,1.0
470,.support,Domains,1.0
471,Domeinnaam,Domains,1.0
472,.be reseller,Domains,1.0
473,.eu reseller,Domains,1.0
474,.org,Domains,1.0
475,Premium Domeinregistratie .digital,Domains,1.0
476,Domeinregistratie .es,Domains,1.0
477,Domeinregistratie .sh,Domains,1.0
478,Domeinregistratie .lu,Domains,1.0
479,Domeinregistratie .com.mx,Domains,1.0
480,Domeinregistratie .gr,Domains,1.0
481,Domeinregistratie .wf,Domains,1.0
482,Domeinregistratie .works,Domains,1.0
483,Domeinregistratie .villas,Domains,1.0
484,Domeinregistratie .social,Domains,1.0
485,Domeinregistratie .media,Domains,1.0
486,Domeinregistratie .town,Domains,1.0
487,Domeinregistratie .healthcare,Domains,1.0
488,Domeinregistratie .rip,Domains,1.0
489,Domeinregistratie .frl,Domains,1.0
490,Domeinregistratie .money,Domains,1.0
491,Domeinregistratie .school,Domains,1.0
492,Domeinregistratie .plus,Domains,1.0
493,Domeinregistratie .love,Domains,1.0
494,Domain registration .gr,Domains,1.0
495,Domain registration .co.il,Domains,1.0
496,Domain registration .net,Domains,1.0
497,Domain registration .pictures,Domains,1.0
498,Domeinregistratie .it,Domains,1.0
499,Domeinregistratie .jp,Domains,1.0
500,Domeinregistratie .re,Domains,1.0
501,Domeinregistratie .company,Domains,1.0
502,Domeinregistratie .link,Domains,1.0
503,Domeinregistratie .marketing,Domains,1.0
504,Domeinregistratie .agency,Domains,1.0
505,Domain registration .one,Domains,1.0
506,Domeinregistratie .online,Domains,1.0
507,Domeinregistratie .live,Domains,1.0
508,Domain registration .store,Domains,1.0
509,Domeinregistratie .me,Domains,1.0
510,Domeinregistratie .me,Domains,1.0
511,Domain registration .app,Domains,1.0
512,Domeinregistratie .AT,Domains,1.0
513,Domeinregistratie .SE,Domains,1.0
514,Domeinregistratie .HU,Domains,1.0
515,Domain registration .REPAIR,Domains,1.0
516,Domain registration .NO,Domains,1.0
517,Domain registration .CRUISES,Domains,1.0
518,Domain registration .PROPERTIES,Domains,1.0
519,Domain registration .PARTNERS,Domains,1.0
520,Domain registration .TOOLS,Domains,1.0
521,Domain registration .TOWN,Domains,1.0
522,Domain registration .GLOBAL,Domains,1.0
523,Domain registration .FINANCE,Domains,1.0
524,Domain registration .LOANS,Domains,1.0
525,Domain registration .GIFTS,Domains,1.0
526,Domain registration .AMSTERDAM,Domains,1.0
527,Domain registration .GOLD,Domains,1.0
528,Domain registration .SHOP,Domains,1.0
529,Domain registration .CLOUD,Domains,1.0
530,Domain registration .GROUP,Domains,1.0
531,ODOM,Domains,1.0
532,.aero,Domains,1.0
533,.hu,Domains,1.0
534,.brussels,Domains,1.0
535,.sk,Domains,1.0
536,.tax,Domains,1.0
537,.education,Domains,1.0
538,.equipment,Domains,1.0
539,.love,Domains,1.0
540,.world,Domains,1.0
541,.am,Domains,1.0
542,.bz,Domains,1.0
543,.io,Domains,1.0
544,.tattoo,Domains,1.0
545,.homes,Domains,1.0
546,.moe,Domains,1.0
547,.store,Domains,1.0
548,.shop,Domains,1.0
549,Domeinregistratie .cat,Domains,1.0
550,.no,Domains,1.0
551,.lu reseller,Domains,1.0
552,.asia reseller,Domains,1.0
553,.dk,Domains,1.0
554,.date,Domains,1.0
555,.info,Domains,1.0
556,.eu,Domains,1.0
557,DNS GO (DNS ONLY),Domains,1.0
558,Premium Domeinregistratie .email,Domains,1.0
559,Premium Domeinregistratie .app,Domains,1.0
560,Premium Domeinregistratie .link,Domains,1.0
561,Domeinregistratie .org,Domains,1.0
562,Domeinregistratie .ws,Domains,1.0
563,Domeinregistratie .ag,Domains,1.0
564,Domeinregistratie .tw,Domains,1.0
565,Domeinregistratie .je,Domains,1.0
566,Domeinregistratie .tf,Domains,1.0
567,Domeinregistratie .holdings,Domains,1.0
568,Domeinregistratie .directory,Domains,1.0
569,Domeinregistratie .ninja,Domains,1.0
570,Domeinregistratie .reviews,Domains,1.0
571,Domeinregistratie .industries,Domains,1.0
572,Domeinregistratie .supplies,Domains,1.0
573,Domeinregistratie .vision,Domains,1.0
574,Domeinregistratie .exchange,Domains,1.0
575,Domeinregistratie .lease,Domains,1.0
576,Domeinregistratie .investments,Domains,1.0
577,Domeinregistratie .finance,Domains,1.0
578,Domeinregistratie .church,Domains,1.0
579,Domeinregistratie .pizza,Domains,1.0
580,Domeinregistratie .world,Domains,1.0
581,Domeinregistratie .garden,Domains,1.0
582,Domeinregistratie .loan,Domains,1.0
583,Domeinregistratie .lol,Domains,1.0
584,Domeinregistratie .run,Domains,1.0
585,Domain registration .org,Domains,1.0
586,Domain registration .agency,Domains,1.0
587,Domain registration .maison,Domains,1.0
588,Domain registration .uk,Domains,1.0
589,Domeinregistratie .training,Domains,1.0
590,Domeinregistratie .click,Domains,1.0
591,Domain registration .review,Domains,1.0
592,Domeinregistratie .run,Domains,1.0
593,Domeinregistratie .studio,Domains,1.0
594,Domeinregistratie .wine,Domains,1.0
595,Domain registration .org.uk,Domains,1.0
596,Domeinregistratie .shop,Domains,1.0
597,Domeinregistratie .app,Domains,1.0
598,Domeinregistratie .dev,Domains,1.0
599,Domain registration .dev,Domains,1.0
600,"Domeinregistratie onderhoud .DE
*****.de
**1-jarig contract tot xx/xx/20xx** vermelden
bij PRODUCTID",Domains,1.0
601,Een DDS Domein by een externe registrar,Domains,1.0
602,Een DDS Domein met .amsterdam extensie,Domains,1.0
603,Domeinregistratie .BE,Domains,1.0
604,Domeinregistratie .RU,Domains,1.0
605,Domain Proxy,Domains,1.0
606,Domeinregistratie .MOBI,Domains,1.0
607,Domeinregistratie .TRAVEL,Domains,1.0
608,Domain registration .SK,Domains,1.0
609,Domain registration .CAB,Domains,1.0
610,Domain registration .ACADEMY,Domains,1.0
611,Domain registration .TRAINING,Domains,1.0
612,Domain registration .SOLAR,Domains,1.0
613,Domain registration .GIFT,Domains,1.0
614,Domain registration .BLUE,Domains,1.0
615,Domain registration .RENTALS,Domains,1.0
616,Domain registration .CHRISTMAS,Domains,1.0
617,Domain registration .REPORT,Domains,1.0
618,Domain registration .SERVICES,Domains,1.0
619,Domain registration .REISEN,Domains,1.0
620,Domain registration .TOYS,Domains,1.0
621,Domain registration .CASH,Domains,1.0
622,Domain registration .BUSINESS,Domains,1.0
623,Domain registration .PRO,Domains,1.0
624,Domain registration .KR,Domains,1.0
625,Domain registration .ART,Domains,1.0
626,Domain registration .HR,Domains,1.0
627,Domain registration .ZONE,Domains,1.0
628,Domain registration .DEV,Domains,1.0
629,Domain registration .BI,Domains,1.0
630,.events,Domains,1.0
631,.club,Domains,1.0
632,.wiki,Domains,1.0
633,.technology,Domains,1.0
634,.immo,Domains,1.0
635,.cafe,Domains,1.0
636,.fitness,Domains,1.0
637,.co.za,Domains,1.0
638,.site,Domains,1.0
639,.nl,Domains,1.0
640,.com,Domains,1.0
641,.co reseller,Domains,1.0
642,.media,Domains,1.0
643,.gr,Domains,1.0
644,.rocks,Domains,1.0
645,.FR domein,Domains,1.0
646,Premium Domeinregistratie .link,Domains,1.0
647,Presence Plus,Domains,1.0
648,Domeinregistratie .ac,Domains,1.0
649,Domeinregistratie .at,Domains,1.0
650,Domeinregistratie .gs,Domains,1.0
651,Domeinregistratie .in,Domains,1.0
652,Domeinregistratie .fr,Domains,1.0
653,Domeinregistratie .pe,Domains,1.0
654,Domeinregistratie .ps,Domains,1.0
655,Domeinregistratie .ventures,Domains,1.0
656,Domeinregistratie .marketing,Domains,1.0
657,Domeinregistratie .onl,Domains,1.0
658,Domeinregistratie .kim,Domains,1.0
659,Domeinregistratie .cool,Domains,1.0
660,Domeinregistratie .club,Domains,1.0
661,Domeinregistratie .cards,Domains,1.0
662,Domeinregistratie .reisen,Domains,1.0
663,Domeinregistratie .market,Domains,1.0
664,Domeinregistratie .top,Domains,1.0
665,Domeinregistratie .one,Domains,1.0
666,Domeinregistratie .accountant,Domains,1.0
667,Domain registration .jp,Domains,1.0
668,Domain registration .fr,Domains,1.0
669,Domain registration .xyz,Domains,1.0
670,Domeinregistratie .nl,Domains,1.0
671,Domeinregistratie .de,Domains,1.0
672,Domeinregistratie .biz,Domains,1.0
673,Domeinregistratie .bike,Domains,1.0
674,Domeinregistratie .email,Domains,1.0
675,Trustee Service .it,Domains,1.0
676,Domeinregistratie .vin,Domains,1.0
677,Domeinregistratie .haus,Domains,1.0
678,Domain registration .me.uk,Domains,1.0
679,Domeinregistratie .nu,Domains,1.0
680,Domeinregistratie .blog,Domains,1.0
681,Transfer .eu from quarantaine,Domains,1.0
